player_id,player_name,player_job,player_god,kills,deaths,blessings,kd_ratio,score,last_position,last_battle_time,last_updated
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"436,546",2025-03-22 09:45:18,2025-03-22 18:34:14
258,秋日的思绪,法师,比湿奴,1,0,0,1,3.0,"450,553",2025-03-22 09:44:50,2025-03-22 18:34:12
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"450,544",2025-03-22 09:44:33,2025-03-22 18:34:14
258,秋日的思绪,法师,比湿奴,1,0,0,1,3.0,"448,551",2025-03-22 09:44:20,2025-03-22 18:34:12
1031,Quamx,,比湿奴,1,0,0,1,3.0,"455,557",2025-03-22 09:43:58,2025-03-22 18:34:14
1031,Quamx,,比湿奴,1,0,0,1,3.0,"457,561",2025-03-22 09:43:29,2025-03-22 18:34:14
36,灬聖域乂随风灬,金刚,梵天,1,0,0,1,3.0,"442,544",2025-03-22 09:43:23,2025-03-22 18:34:12
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"447,556",2025-03-22 09:43:10,2025-03-22 18:34:14
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"447,554",2025-03-22 09:42:54,2025-03-22 18:34:14
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"449,566",2025-03-22 09:42:43,2025-03-22 18:34:14
38,∝小红绳,魔咒法师,梵天,1,0,0,1,3.0,"436,541",2025-03-22 09:42:24,2025-03-22 18:34:12
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"441,560",2025-03-22 09:42:20,2025-03-22 18:34:14
1031,Quamx,,比湿奴,1,0,0,1,3.0,"455,573",2025-03-22 09:42:00,2025-03-22 18:34:14
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"468,556",2025-03-22 09:41:33,2025-03-22 18:34:14
1031,Quamx,,比湿奴,1,0,0,1,3.0,"480,555",2025-03-22 09:41:26,2025-03-22 18:34:14
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"456,565",2025-03-22 09:41:18,2025-03-22 18:34:14
